QPS,Recall
6666.67,0.934
8000.0,0.988
5000.0,0.9975
3174.6,0.999
2409.64,0.9995
2000.0,0.9995
1538.46,1.0
1388.89,1.0
1273.89,1.0
1092.9,1.0
966.184,1.0
865.801,1.0
793.651,1.0
729.927,1.0
677.966,1.0
595.238,1.0
411.523,1.0
302.115,1.0
5263.16,0.934
7142.86,0.988
6896.55,0.991
5000.0,0.9975
3636.36,0.999
3174.6,0.999
2777.78,0.9995
2500.0,0.9995
2409.64,0.9995
2222.22,0.9995
2061.86,0.9995
2000.0,0.9995
1904.76,0.9995
1818.18,0.9995
1769.91,1.0
1724.14,1.0
1666.67,1.0
1600.0,1.0
1562.5,1.0
1526.72,1.0
1342.28,1.0
1265.82,1.0
1183.43,1.0
1092.9,1.0
1020.41,1.0
956.938,1.0
904.977,1.0
862.069,1.0
826.446,1.0
790.514,1.0
757.576,1.0
727.273,1.0
701.754,1.0
675.676,1.0
632.911,1.0
595.238,1.0
560.224,1.0
531.915,1.0
503.778,1.0
484.262,1.0
461.894,1.0
440.529,1.0
427.35,1.0
412.371,1.0
291.121,1.0
