QPS,Recall
4201.68,0.5021
2421.31,0.6917
1455.6,0.8086
825.083,0.8935
586.51,0.9298
459.348,0.9473
320.718,0.9679
281.611,0.9737
252.589,0.9787
209.556,0.9838
180.865,0.9872
158.529,0.9901
141.024,0.9918
128.601,0.9934
118.189,0.9945
101.76,0.9958
67.0556,0.9977
48.3395,0.9985
4065.04,0.5021
2409.64,0.6917
2118.64,0.7245
1457.73,0.8086
993.049,0.8694
822.368,0.8935
708.215,0.9102
621.118,0.9238
578.035,0.9298
524.659,0.9378
473.934,0.9446
448.029,0.9473
355.366,0.9505
244.499,0.9566
221.337,0.9584
210.084,0.9603
177.117,0.962
169.262,0.9653
206.186,0.9665
186.359,0.9679
201.776,0.9737
244.738,0.9787
226.347,0.9819
209.336,0.9838
190.078,0.9855
178.348,0.9872
167.813,0.9888
154.703,0.9901
149.678,0.9913
139.723,0.9918
86.8885,0.9926
73.5294,0.9934
67.7599,0.9941
112.473,0.9945
108.015,0.9952
101.092,0.9958
94.518,0.9961
89.9119,0.9965
64.3211,0.9966
51.0543,0.997
59.6588,0.997
73.3568,0.9972
70.2741,0.9974
66.8673,0.9977
48.3536,0.9985
