QPS,Recall
24570.0,0.4161
12180.3,0.5858
6925.21,0.6969
3837.3,0.7827
2617.12,0.8228
1981.38,0.8453
1374.0,0.8736
1194.74,0.8836
1053.41,0.8913
842.247,0.9026
711.086,0.9115
610.054,0.9178
531.858,0.9231
478.629,0.9276
438.039,0.9313
369.167,0.9373
216.896,0.9507
144.888,0.9584
24271.8,0.4161
11904.8,0.5858
10101.0,0.617
6648.94,0.6969
4426.74,0.7588
3691.4,0.7827
3049.71,0.8018
2356.27,0.8164
2133.11,0.8228
1863.59,0.8325
1803.43,0.8415
1726.52,0.8453
1732.8,0.8491
1364.26,0.8559
1525.09,0.8587
1164.42,0.8616
1569.37,0.8645
1477.76,0.8692
1419.85,0.8717
1340.12,0.8736
1182.17,0.8836
1033.59,0.8913
927.988,0.8974
824.674,0.9026
770.772,0.9076
717.927,0.9115
655.523,0.9148
607.497,0.9178
572.541,0.9208
515.066,0.9231
507.898,0.9255
451.814,0.9276
447.788,0.9296
424.538,0.9313
380.822,0.9345
361.703,0.9373
335.368,0.9397
311.129,0.9415
287.307,0.9433
271.26,0.9451
241.191,0.9468
218.704,0.9482
221.161,0.9495
197.037,0.9507
143.771,0.9584
