QPS,Recall
12500.0,0.961
25000.0,0.9925
15384.6,0.9975
9523.81,0.9995
6896.55,0.9995
5714.29,0.9995
4255.32,1.0
3773.58,1.0
3278.69,1.0
2777.78,1.0
2500.0,1.0
2222.22,1.0
2020.2,1.0
1818.18,1.0
1680.67,1.0
1449.28,1.0
947.867,1.0
662.252,1.0
28571.4,0.961
22222.2,0.9925
20000.0,0.9945
14285.7,0.9975
10526.3,0.999
8695.65,0.9995
7692.31,0.9995
7142.86,0.9995
6666.67,0.9995
6250.0,0.9995
5714.29,0.9995
5555.56,0.9995
5405.41,0.9995
5000.0,0.9995
4761.9,1.0
4651.16,1.0
4545.45,1.0
4347.83,1.0
4166.67,1.0
4166.67,1.0
3636.36,1.0
3333.33,1.0
3030.3,1.0
2816.9,1.0
2597.4,1.0
2439.02,1.0
2298.85,1.0
2150.54,1.0
2040.82,1.0
1941.75,1.0
1869.16,1.0
1769.91,1.0
1680.67,1.0
1626.02,1.0
1503.76,1.0
1418.44,1.0
1333.33,1.0
1226.99,1.0
1176.47,1.0
1111.11,1.0
1025.64,1.0
1005.03,1.0
961.538,1.0
921.659,1.0
632.911,1.0
