QPS,Recall
23201.9,0.6146
12315.3,0.7824
7256.89,0.869
4185.85,0.9232
3028.47,0.9438
2419.55,0.9542
1761.8,0.9646
1540.36,0.9681
1408.65,0.9704
1185.11,0.974
1023.65,0.9765
908.678,0.9783
808.8,0.9798
750.863,0.9808
691.085,0.9819
596.659,0.9833
394.617,0.9864
281.001,0.9882
22371.4,0.6146
12019.2,0.7824
10537.4,0.8089
7032.35,0.869
4899.56,0.9089
4081.63,0.9232
3531.07,0.9327
3107.52,0.9407
3001.2,0.9438
2721.09,0.9484
2491.9,0.9526
2347.42,0.9542
2293.58,0.9555
2130.83,0.9582
2074.26,0.9593
2014.1,0.9603
1962.71,0.9612
1827.15,0.9631
1775.88,0.9639
1727.12,0.9646
1539.88,0.9681
1393.73,0.9704
1261.19,0.9726
1156.87,0.974
1070.09,0.9755
1013.99,0.9765
950.48,0.9774
899.928,0.9783
852.442,0.9791
798.276,0.9798
719.994,0.9804
649.942,0.9808
627.117,0.9814
603.755,0.9819
608.014,0.9827
590.772,0.9833
549.934,0.9839
522.166,0.9844
495.86,0.9848
468.626,0.9853
448.109,0.9857
427.698,0.9859
409.299,0.9862
389.15,0.9864
278.606,0.9882
