QPS,Recall
9090.91,0.955
6172.84,0.9933
4347.83,0.9983
3086.42,0.9993
2557.54,0.9995
2247.19,0.9998
1890.36,0.9999
1769.91,0.9999
1672.24,0.9999
1517.45,0.9999
1406.47,0.9999
1321.0,0.9999
1251.56,0.9999
1191.9,0.9999
1133.79,0.9999
1068.38,0.9999
976.562,0.9999
969.932,0.9999
9174.31,0.955
6250.0,0.9933
5681.82,0.9953
4405.29,0.9983
3496.5,0.9993
3144.65,0.9993
2890.17,0.9993
2680.97,0.9994
2597.4,0.9995
2457.0,0.9996
2331.0,0.9997
2272.73,0.9998
2227.17,0.9998
2132.2,0.9999
2092.05,0.9999
2057.61,0.9999
2020.2,0.9999
1953.12,0.9999
1923.08,0.9999
1893.94,0.9999
1763.67,0.9999
1672.24,0.9999
1594.9,0.9999
1531.39,0.9999
1472.75,0.9999
1424.5,0.9999
1381.22,0.9999
1344.09,0.9999
1305.48,0.9999
1272.26,0.9999
1243.78,0.9999
1215.07,0.9999
1193.32,0.9999
1173.71,0.9999
1133.79,0.9999
1100.11,0.9999
1061.57,0.9999
1040.58,0.9999
1015.23,0.9999
1002.0,0.9999
986.193,0.9999
996.016,0.9999
997.009,0.9999
998.004,0.9999
993.049,0.9999
