QPS,Recall
19646.4,0.857
10976.9,0.9595
6443.3,0.9891
3852.08,0.998
2718.87,0.9993
2276.35,0.9997
1663.06,1.0
1490.98,1.0
1324.85,1.0
1107.67,1.0
967.212,1.0
861.846,1.0
769.172,1.0
560.13,1.0
553.25,1.0
563.666,1.0
373.469,1.0
267.323,1.0
19646.4,0.857
11148.3,0.9595
9680.54,0.9707
6618.13,0.9891
4599.82,0.9966
3855.05,0.998
3359.09,0.9988
2991.33,0.9992
2773.16,0.9993
2560.16,0.9995
2268.09,0.9996
2228.16,0.9997
2155.17,0.9997
2000.0,0.9998
1969.67,0.9999
1887.15,0.9999
1845.7,1.0
1743.07,1.0
1697.79,1.0
1659.2,1.0
1471.45,1.0
1311.3,1.0
1176.75,1.0
1072.73,1.0
1025.33,1.0
968.523,1.0
895.335,1.0
855.139,1.0
807.689,1.0
771.843,1.0
736.648,1.0
704.225,1.0
673.219,1.0
646.037,1.0
596.196,1.0
559.628,1.0
518.726,1.0
494.022,1.0
469.66,1.0
437.311,1.0
411.98,1.0
397.614,1.0
387.117,1.0
371.113,1.0
263.609,1.0
