QPS,Recall
7692.31,0.9595
18181.8,0.9905
14285.7,0.9935
8333.33,0.997
6250.0,0.998
5000.0,0.998
3703.7,0.998
3278.69,0.998
2985.07,0.998
2500.0,0.998
2197.8,0.998
1941.75,0.998
1754.39,0.998
1600.0,0.998
1503.76,0.998
1307.19,0.998
900.901,0.998
662.252,0.998
7692.31,0.9595
18181.8,0.9905
22222.2,0.992
15384.6,0.9935
10526.3,0.995
8695.65,0.997
7692.31,0.997
6250.0,0.998
6451.61,0.998
5882.35,0.998
5405.41,0.998
5128.21,0.998
5000.0,0.998
4651.16,0.998
4545.45,0.998
4347.83,0.998
4255.32,0.998
4000.0,0.998
3921.57,0.998
3846.15,0.998
3389.83,0.998
3030.3,0.998
2816.9,0.998
2597.4,0.998
2409.64,0.998
2272.73,0.998
2127.66,0.998
2000.0,0.998
1904.76,0.998
1818.18,0.998
1724.14,0.998
1626.02,0.998
1574.8,0.998
1418.44,0.998
1388.89,0.998
1333.33,0.998
1257.86,0.998
1183.43,0.998
1142.86,0.998
1104.97,0.998
1047.12,0.998
1005.03,0.998
970.874,0.998
921.659,0.998
704.225,0.998
