QPS,Recall
28571.4,0.944
25000.0,0.9865
14285.7,0.992
8333.33,0.997
6060.61,0.998
4651.16,0.999
3225.81,0.999
2941.18,0.9995
2631.58,0.9995
2173.91,0.9995
1769.91,0.9995
1612.9,1.0
1470.59,1.0
1315.79,1.0
1190.48,1.0
1015.23,1.0
634.921,1.0
431.034,1.0
25000.0,0.944
20000.0,0.9865
22222.2,0.989
13333.3,0.992
10000.0,0.9965
8333.33,0.997
7142.86,0.997
6451.61,0.998
6060.61,0.998
5405.41,0.9985
5000.0,0.999
4651.16,0.999
4545.45,0.999
4166.67,0.999
3921.57,0.999
3921.57,0.999
3773.58,0.999
3571.43,0.999
3508.77,0.999
3389.83,0.999
2941.18,0.9995
2631.58,0.9995
2380.95,0.9995
2173.91,0.9995
2020.2,0.9995
1869.16,0.9995
1739.13,0.9995
1626.02,1.0
1449.28,1.0
1418.44,1.0
1351.35,1.0
1282.05,1.0
1219.51,1.0
1162.79,1.0
1069.52,1.0
995.025,1.0
921.659,1.0
862.069,1.0
806.452,1.0
684.932,1.0
647.249,1.0
632.911,1.0
602.41,1.0
581.395,1.0
392.927,1.0
