QPS,Recall
21739.1,0.9
12468.8,0.9788
7656.97,0.9961
4666.36,0.9995
3502.63,0.9999
2868.62,1.0
2136.3,1.0
1904.76,1.0
1729.21,1.0
1457.3,1.0
1273.89,1.0
1141.29,1.0
1028.81,1.0
932.488,1.0
859.328,1.0
749.681,1.0
507.305,1.0
367.323,1.0
21739.1,0.9
11990.4,0.9788
10869.6,0.9856
7570.02,0.9961
5417.12,0.9988
4458.31,0.9995
3850.6,0.9997
3450.66,0.9998
3293.81,0.9999
3036.74,1.0
2813.73,1.0
2712.23,1.0
2623.29,1.0
2450.98,1.0
2375.86,1.0
2308.4,1.0
2247.19,1.0
2139.95,1.0
2152.39,1.0
2082.9,1.0
1840.94,1.0
1692.33,1.0
1543.92,1.0
1437.19,1.0
1312.68,1.0
1231.83,1.0
1168.36,1.0
1120.07,1.0
1070.09,1.0
1021.24,1.0
962.464,1.0
916.003,1.0
889.838,1.0
856.898,1.0
795.039,1.0
747.608,1.0
693.529,1.0
658.501,1.0
627.077,1.0
595.948,1.0
566.669,1.0
544.455,1.0
522.958,1.0
502.008,1.0
365.872,1.0
