QPS,Recall
9090.91,0.9895
20000.0,0.9985
14285.7,0.9995
9523.81,0.9995
7692.31,0.9995
6451.61,1.0
5000.0,1.0
4878.05,1.0
4545.45,1.0
4081.63,1.0
3773.58,1.0
3636.36,1.0
3703.7,1.0
3703.7,1.0
3703.7,1.0
3703.7,1.0
3636.36,1.0
3636.36,1.0
7142.86,0.9895
20000.0,0.9985
16666.7,0.999
14285.7,0.9995
10526.3,0.9995
9523.81,0.9995
8695.65,0.9995
7692.31,0.9995
7692.31,0.9995
7142.86,1.0
6666.67,1.0
6451.61,1.0
6250.0,1.0
5882.35,1.0
5882.35,1.0
5714.29,1.0
5555.56,1.0
5405.41,1.0
5263.16,1.0
5128.21,1.0
4545.45,1.0
4081.63,1.0
3508.77,1.0
3278.69,1.0
3278.69,1.0
3125.0,1.0
3030.3,1.0
2985.07,1.0
3278.69,1.0
3278.69,1.0
2898.55,1.0
3125.0,1.0
2702.7,1.0
3030.3,1.0
2857.14,1.0
2985.07,1.0
2941.18,1.0
3030.3,1.0
2985.07,1.0
3508.77,1.0
3636.36,1.0
3389.83,1.0
3571.43,1.0
3571.43,1.0
3333.33,1.0
