QPS,Recall
11764.7,0.92
16666.7,0.9765
11764.7,0.989
6896.55,0.996
5000.0,0.9985
3921.57,0.9985
2816.9,0.9995
2500.0,1.0
2222.22,1.0
1818.18,1.0
1550.39,1.0
1360.54,1.0
1212.12,1.0
1081.08,1.0
995.025,1.0
840.336,1.0
527.704,1.0
360.36,1.0
6060.61,0.92
14285.7,0.9765
16666.7,0.9805
11764.7,0.989
8000.0,0.9945
6896.55,0.996
5882.35,0.9975
5263.16,0.9975
4878.05,0.9985
4444.44,0.9985
4081.63,0.9985
3846.15,0.9985
3703.7,0.9985
3448.28,0.9985
3333.33,0.9985
3225.81,0.9995
3125.0,0.9995
2898.55,0.9995
2857.14,0.9995
2777.78,0.9995
2409.64,1.0
2105.26,1.0
1941.75,1.0
1769.91,1.0
1626.02,1.0
1526.72,1.0
1418.44,1.0
1333.33,1.0
1257.86,1.0
1176.47,1.0
1117.32,1.0
1063.83,1.0
1015.23,1.0
966.184,1.0
892.857,1.0
826.446,1.0
766.284,1.0
716.846,1.0
675.676,1.0
636.943,1.0
600.601,1.0
571.429,1.0
544.959,1.0
518.135,1.0
353.982,1.0
