QPS,Recall
5000.0,0.916
6060.61,0.9795
3921.57,0.9935
2352.94,0.999
1739.13,0.999
1418.44,0.9995
1052.63,0.9995
943.396,0.9995
854.701,0.9995
724.638,0.9995
632.911,1.0
566.572,1.0
511.509,1.0
469.484,1.0
433.839,1.0
378.788,1.0
257.732,1.0
188.147,1.0
4255.32,0.916
3571.43,0.9795
3225.81,0.9865
2272.73,0.9935
1612.9,0.996
1369.86,0.999
1197.6,0.999
1075.27,0.999
990.099,0.999
888.889,0.999
952.381,0.9995
975.61,0.9995
843.882,0.9995
840.336,0.9995
757.576,0.9995
706.714,0.9995
677.966,0.9995
615.385,0.9995
595.238,0.9995
595.238,0.9995
546.448,0.9995
487.805,0.9995
453.515,0.9995
431.034,0.9995
392.927,1.0
375.235,1.0
353.982,1.0
334.448,1.0
325.203,1.0
312.012,1.0
305.344,1.0
299.85,1.0
276.243,1.0
282.087,1.0
270.636,1.0
275.482,1.0
222.965,1.0
202.224,1.0
191.388,1.0
189.394,1.0
178.412,1.0
169.348,1.0
204.082,1.0
255.428,1.0
185.357,1.0
