QPS,Recall
45662.1,0.989
30674.8,0.9997
21322.0,1.0
14367.8,1.0
11441.6,1.0
9680.54,1.0
7722.01,1.0
6747.64,1.0
5998.8,1.0
5316.32,1.0
4980.08,1.0
4770.99,1.0
4856.73,1.0
4819.28,1.0
4739.34,1.0
4732.61,1.0
4819.28,1.0
4770.99,1.0
47393.4,0.989
31545.7,0.9997
28409.1,0.9998
20920.5,1.0
16129.0,1.0
14285.7,1.0
12936.6,1.0
11834.3,1.0
11389.5,1.0
10627.0,1.0
9980.04,1.0
9718.17,1.0
9451.8,1.0
9017.13,1.0
8802.82,1.0
8598.45,1.0
8410.43,1.0
8064.52,1.0
7892.66,1.0
7733.95,1.0
6811.99,1.0
6105.01,1.0
5675.37,1.0
5379.24,1.0
5136.11,1.0
4965.24,1.0
4668.53,1.0
4725.9,1.0
4725.9,1.0
4750.59,1.0
4784.69,1.0
4793.86,1.0
4784.69,1.0
4791.57,1.0
4780.11,1.0
4752.85,1.0
4777.83,1.0
4739.34,1.0
4737.09,1.0
4746.08,1.0
4773.27,1.0
4773.27,1.0
4739.34,1.0
4728.13,1.0
4734.85,1.0
