QPS,Recall
33333.3,0.944
28571.4,0.989
22222.2,0.9965
13333.3,1.0
9523.81,1.0
7407.41,1.0
5555.56,1.0
4761.9,1.0
4444.44,1.0
3703.7,1.0
2941.18,1.0
2666.67,1.0
2469.14,1.0
2222.22,1.0
2020.2,1.0
1724.14,1.0
1069.52,1.0
694.444,1.0
28571.4,0.944
28571.4,0.989
25000.0,0.991
15384.6,0.9965
10526.3,0.998
10000.0,1.0
8333.33,1.0
7407.41,1.0
7142.86,1.0
6250.0,1.0
5882.35,1.0
5555.56,1.0
5405.41,1.0
5000.0,1.0
4444.44,1.0
4444.44,1.0
4444.44,1.0
4166.67,1.0
4000.0,1.0
3846.15,1.0
3389.83,1.0
2985.07,1.0
2739.73,1.0
2500.0,1.0
2298.85,1.0
2150.54,1.0
1960.78,1.0
1851.85,1.0
1724.14,1.0
1639.34,1.0
1538.46,1.0
1470.59,1.0
1398.6,1.0
1324.5,1.0
1219.51,1.0
1123.6,1.0
1036.27,1.0
970.874,1.0
904.977,1.0
1069.52,1.0
1162.79,1.0
738.007,1.0
772.201,1.0
655.738,1.0
451.467,1.0
