QPS,Recall
28818.4,0.9528
17953.3,0.9952
11494.3,0.9995
7304.6,0.9999
5592.84,1.0
4621.07,1.0
3498.95,1.0
3156.57,1.0
2882.68,1.0
2482.01,1.0
2186.75,1.0
1948.18,1.0
1793.08,1.0
1669.45,1.0
1562.01,1.0
1389.85,1.0
1009.69,1.0
708.968,1.0
24630.5,0.9528
16583.7,0.9952
15037.6,0.9973
11061.9,0.9995
8123.48,0.9999
6973.5,0.9999
6329.11,0.9999
5740.53,1.0
5455.54,1.0
4965.24,1.0
4623.21,1.0
4478.28,1.0
4361.1,1.0
4071.66,1.0
3980.89,1.0
3874.47,1.0
3783.58,1.0
3570.15,1.0
3512.47,1.0
3423.49,1.0
3091.19,1.0
2819.28,1.0
2598.08,1.0
2435.46,1.0
2239.64,1.0
2113.27,1.0
2023.47,1.0
1936.48,1.0
1857.7,1.0
1791.79,1.0
1722.95,1.0
1651.8,1.0
1580.03,1.0
1545.36,1.0
1461.13,1.0
1374.57,1.0
1310.27,1.0
1232.74,1.0
1177.99,1.0
1147.71,1.0
1120.32,1.0
1072.96,1.0
1033.81,1.0
1008.67,1.0
714.184,1.0
