QPS,Recall
10526.3,0.856
7142.86,0.9573
4347.83,0.9883
2590.67,0.997
1926.78,0.9981
1555.21,0.9989
1168.22,0.9993
1028.81,0.9994
942.507,0.9994
818.331,0.9994
711.238,0.9994
632.111,0.9994
556.483,0.9994
537.924,0.9995
500.751,0.9995
459.348,0.9995
332.116,0.9995
258.799,0.9995
10526.3,0.856
7246.38,0.9573
6369.43,0.9674
4237.29,0.9883
2832.86,0.9958
2398.08,0.997
2114.16,0.9975
1901.14,0.9979
1760.56,0.9981
1577.29,0.9986
1468.43,0.9989
1375.52,0.9989
1436.78,0.999
1366.12,0.9991
1272.26,0.9991
1262.63,0.9991
1212.12,0.9991
1146.79,0.9993
1059.32,0.9993
1025.64,0.9993
984.252,0.9994
939.85,0.9994
869.565,0.9994
809.717,0.9994
759.878,0.9994
715.308,0.9994
677.507,0.9994
643.087,0.9994
619.579,0.9994
592.768,0.9994
564.972,0.9994
545.554,0.9995
525.762,0.9995
509.165,0.9995
479.157,0.9995
453.104,0.9995
431.034,0.9995
411.862,0.9995
359.324,0.9995
365.23,0.9995
365.898,0.9995
332.005,0.9995
325.415,0.9995
314.169,0.9995
167.029,0.9995
