QPS,Recall
33333.3,0.9785
28571.4,0.998
18181.8,0.9995
10526.3,1.0
8333.33,1.0
6666.67,1.0
5000.0,1.0
4651.16,1.0
4255.32,1.0
3773.58,1.0
3125.0,1.0
3076.92,1.0
2857.14,1.0
2666.67,1.0
2531.65,1.0
2298.85,1.0
1923.08,1.0
1834.86,1.0
33333.3,0.9785
25000.0,0.998
25000.0,0.9985
18181.8,0.9995
12500.0,1.0
10526.3,1.0
9523.81,1.0
7692.31,1.0
8000.0,1.0
7407.41,1.0
6896.55,1.0
6666.67,1.0
6451.61,1.0
6060.61,1.0
5882.35,1.0
5714.29,1.0
5555.56,1.0
5263.16,1.0
5128.21,1.0
5128.21,1.0
4545.45,1.0
4166.67,1.0
3921.57,1.0
3703.7,1.0
3448.28,1.0
3278.69,1.0
2702.7,1.0
2597.4,1.0
2564.1,1.0
2380.95,1.0
2380.95,1.0
2352.94,1.0
2352.94,1.0
2272.73,1.0
2173.91,1.0
2127.66,1.0
2040.82,1.0
2061.86,1.0
2020.2,1.0
1980.2,1.0
1960.78,1.0
1923.08,1.0
1801.8,1.0
1886.79,1.0
1818.18,1.0
