QPS,Recall
3333.33,0.855
5000.0,0.955
3125.0,0.9795
1834.86,0.995
1342.28,0.9965
1063.83,0.9985
769.231,0.9985
677.966,0.999
609.756,0.999
508.906,0.999
438.596,0.9995
387.597,0.9995
347.222,0.9995
315.457,0.9995
289.436,0.9995
249.066,0.9995
163.399,1.0
116.077,1.0
5263.16,0.855
5263.16,0.955
4545.45,0.963
3125.0,0.9795
2150.54,0.9905
1818.18,0.995
1574.8,0.9955
1398.6,0.9965
1324.5,0.9965
1197.6,0.9985
1098.9,0.9985
1052.63,0.9985
1020.41,0.9985
952.381,0.9985
921.659,0.9985
881.057,0.9985
862.069,0.9985
769.231,0.9985
743.494,0.9985
760.456,0.9985
641.026,0.999
586.51,0.999
549.451,0.999
503.778,0.999
468.384,0.999
437.637,0.9995
408.163,0.9995
384.615,0.9995
364.299,0.9995
344.828,0.9995
327.332,0.9995
313.48,0.9995
300.3,0.9995
284.9,0.9995
263.505,0.9995
228.311,0.9995
213.22,0.9995
204.708,0.9995
185.701,0.9995
191.755,0.9995
186.22,0.9995
178.891,1.0
170.794,1.0
162.999,1.0
114.351,1.0
