QPS,Recall
30120.5,0.4397
15243.9,0.6147
8503.4,0.725
4629.63,0.8098
3208.21,0.8472
2457.61,0.8694
1671.12,0.8964
1444.04,0.9045
1254.39,0.9114
1010.71,0.9219
843.882,0.9288
723.118,0.9347
633.192,0.9392
564.525,0.943
506.534,0.9457
422.137,0.9503
250.156,0.9608
167.417,0.9668
31250.0,0.4397
14727.5,0.6147
12610.3,0.6478
8196.72,0.725
5181.35,0.7858
4278.99,0.8098
3505.08,0.8277
3162.56,0.8413
2953.34,0.8472
2686.01,0.8573
2366.86,0.8657
2141.79,0.8694
2010.45,0.8729
1861.5,0.8794
1954.65,0.8824
1957.33,0.8849
1894.66,0.8874
1758.71,0.8921
1706.48,0.8943
1662.79,0.8964
1434.1,0.9045
1247.66,0.9114
1113.34,0.9169
999.201,0.9219
912.492,0.9255
837.03,0.9288
774.833,0.932
721.189,0.9347
664.54,0.9371
622.743,0.9392
592.242,0.9412
554.385,0.943
526.288,0.9443
495.319,0.9457
457.164,0.9482
419.745,0.9503
386.369,0.952
358.783,0.9538
334.18,0.9552
312.178,0.9566
293.367,0.9577
276.266,0.9588
262.577,0.9599
244.672,0.9608
162.322,0.9668
