QPS,Recall
7142.86,0.9223
5025.13,0.9854
3401.36,0.9967
2341.92,0.9993
1865.67,0.9996
1615.51,0.9997
1336.9,0.9998
1248.44,0.9999
1168.22,1.0
1055.97,1.0
968.992,1.0
902.527,1.0
841.751,1.0
780.64,1.0
750.188,1.0
697.837,1.0
558.659,1.0
478.927,1.0
7142.86,0.9223
5076.14,0.9854
4566.21,0.9901
3424.66,0.9967
2652.52,0.9991
2341.92,0.9993
2100.84,0.9995
1941.75,0.9996
1872.66,0.9996
1773.05,0.9997
1677.85,0.9997
1655.63,0.9997
1612.9,0.9997
1517.45,0.9997
1517.45,0.9997
1472.75,0.9997
1451.38,0.9997
1390.82,0.9997
1375.52,0.9997
1344.09,0.9998
1254.71,0.9999
1177.86,1.0
1109.88,1.0
1057.08,1.0
1008.06,1.0
968.992,1.0
929.368,1.0
906.618,1.0
878.735,1.0
843.17,1.0
820.345,1.0
804.505,1.0
778.816,1.0
763.942,1.0
733.138,1.0
702.741,1.0
673.401,1.0
653.595,1.0
630.517,1.0
619.579,1.0
599.52,1.0
586.51,1.0
572.082,1.0
562.43,1.0
485.673,1.0
