QPS,Recall
22883.3,0.6104
12106.5,0.7785
7137.76,0.8646
4106.78,0.9193
2963.84,0.9406
2363.51,0.9516
1719.69,0.9631
1504.44,0.9666
1362.21,0.9693
1155.0,0.9729
992.457,0.9756
885.191,0.9776
792.519,0.979
725.847,0.9801
671.231,0.9811
584.932,0.9826
385.297,0.9856
272.71,0.9873
21692.0,0.6104
11695.9,0.7785
10471.2,0.8054
7082.15,0.8646
4909.18,0.9048
4066.69,0.9193
3468.61,0.93
3004.81,0.9375
2801.91,0.9406
2680.25,0.9455
2423.65,0.9498
2362.39,0.9516
2273.24,0.9534
2122.69,0.9562
1993.62,0.9576
1950.84,0.9587
1876.88,0.9598
1793.72,0.9616
1749.78,0.9624
1631.85,0.9631
1490.98,0.9666
1361.1,0.9693
1244.86,0.9713
1126.38,0.9729
1059.66,0.9745
983.961,0.9756
927.73,0.9768
881.679,0.9776
833.681,0.9783
772.678,0.979
728.81,0.9796
699.203,0.9801
686.342,0.9806
655.351,0.9811
612.745,0.9819
571.951,0.9826
541.126,0.9831
511.98,0.9835
483.489,0.9838
459.686,0.9842
429.738,0.9846
411.641,0.9849
399.824,0.9853
384.275,0.9856
268.716,0.9873
