QPS,Recall
4926.11,0.6933
2923.98,0.8575
1766.78,0.937
1053.74,0.9766
783.085,0.9888
634.518,0.9918
475.059,0.9964
426.076,0.9972
384.763,0.9978
332.226,0.9987
292.912,0.9988
263.366,0.9992
240.096,0.9992
221.288,0.9993
205.846,0.9995
182.448,0.9996
129.769,0.9998
99.2556,0.9998
4739.34,0.6933
2949.85,0.8575
2597.4,0.8832
1760.56,0.937
1254.71,0.9688
1063.83,0.9766
928.505,0.9833
823.723,0.9869
786.164,0.9888
717.36,0.9899
663.57,0.9912
639.386,0.9918
615.006,0.9925
578.369,0.9938
561.798,0.9941
540.833,0.9945
527.983,0.9953
503.018,0.9957
485.201,0.996
475.964,0.9964
430.849,0.9972
394.011,0.9978
360.49,0.9982
334.896,0.9987
313.972,0.9988
294.811,0.9988
278.319,0.999
263.992,0.9992
252.653,0.9992
243.665,0.9992
234.907,0.9993
223.964,0.9993
217.25,0.9994
208.855,0.9995
195.963,0.9996
183.352,0.9996
171.762,0.9996
166.334,0.9996
159.337,0.9997
151.768,0.9997
146.199,0.9997
140.944,0.9997
130.124,0.9997
124.549,0.9998
99.5025,0.9998
