QPS,Recall
252.234,1.0
275.785,0.999995
291.05,0.99999
304.682,0.99999
318.727,0.999993
335.626,0.99999
354.038,0.999988
383.919,0.999968
428.389,0.999926
491.799,0.999806
542.364,0.999658
610.244,0.999352
647.979,0.999164
689.93,0.998896
746.25,0.998469
822.742,0.997777
931.272,0.996551
987.299,0.995615
1051.48,0.994305
1144.52,0.992561
1275.04,0.989613
1349.09,0.987687
1432.32,0.98534
1534.7,0.982015
1657.91,0.977628
1816.18,0.971819
2005.89,0.96328
2289.72,0.950883
2656.78,0.931868
3156.16,0.900973
3583.73,0.869747
