QPS,Recall
432.457,0.99998
530.904,0.99995
575.336,0.99994
629.777,0.99991
696.062,0.99986
779.968,0.99978
888.516,0.99963
1038.96,0.99945
1254.96,0.99892
1604.67,0.99782
1873.89,0.99664
2273.68,0.99443
2487.81,0.99293
2746.61,0.99096
3073.53,0.98831
3494.73,0.98441
4067.96,0.97809
4437.31,0.97423
4871.39,0.96859
5421.0,0.96095
6113.9,0.95137
6540.97,0.94475
7018.34,0.93787
7606.1,0.92851
8275.48,0.91613
9112.95,0.90085
10129.8,0.88128
11377.0,0.85638
13073.9,0.82007
14714.7,0.78403
14857.2,0.78055
