QPS,Recall
70.1119,0.9665
81.8572,0.9641
87.2987,0.963
93.969,0.9623
102.292,0.9602
112.999,0.9583
127.442,0.9563
147.623,0.9529
178.095,0.9486
229.087,0.9421
269.552,0.9374
331.205,0.9292
365.318,0.9246
407.278,0.9198
460.793,0.9134
530.014,0.9069
623.396,0.8965
690.475,0.8907
762.711,0.8834
864.315,0.8742
987.755,0.8651
1056.37,0.8547
1152.94,0.8455
1257.46,0.8372
1374.82,0.8263
1527.05,0.8147
1733.02,0.7936
1973.06,0.775
2310.21,0.7418
2640.28,0.71
2664.54,0.706
