QPS,Recall
258.788,0.99913
537.582,0.99901
585.75,0.99905
642.267,0.99894
711.252,0.99896
802.903,0.99887
920.889,0.99861
1084.23,0.99818
1321.68,0.99781
1700.95,0.99698
1991.84,0.99622
2411.88,0.99459
2640.09,0.99352
2907.45,0.9928
3247.59,0.99083
3680.45,0.98891
4257.94,0.98675
4623.53,0.98474
5048.8,0.98106
5587.95,0.97764
6208.36,0.97372
6588.65,0.96977
7057.04,0.9665
7558.06,0.96111
8178.49,0.95369
8981.73,0.94574
9894.87,0.93399
11048.4,0.91719
12553.9,0.89218
14025.3,0.85841
14168.7,0.85783
