QPS,Recall
60.428,0.997821
73.0755,0.997256
78.3571,0.996749
64.8579,0.996598
93.9698,0.996109
104.49,0.995337
118.107,0.994524
136.135,0.993305
162.132,0.99073
201.263,0.987382
192.622,0.983859
211.399,0.979184
198.915,0.975856
158.324,0.972315
369.3,0.967462
417.138,0.960263
475.614,0.951203
517.773,0.944881
565.154,0.937588
622.364,0.927968
700.418,0.91406
701.309,0.906159
703.059,0.897109
803.97,0.886186
874.512,0.873571
962.167,0.856618
1068.17,0.836466
1193.62,0.80929
1349.35,0.774801
1583.58,0.725194
1921.22,0.64501
