QPS,Recall
386.883,0.98795
450.978,0.98717
524.276,0.98534
550.723,0.98723
507.824,0.98609
371.062,0.98734
837.596,0.98774
909.071,0.98448
1084.58,0.98774
1418.35,0.98329
1762.56,0.98493
2118.84,0.982
2001.64,0.98455
2178.54,0.98158
2240.92,0.98021
2762.06,0.98038
3164.25,0.97905
3632.3,0.97732
4095.24,0.97505
4468.24,0.97135
4874.03,0.96533
5287.35,0.96497
5619.39,0.96189
5797.85,0.95508
5846.68,0.94714
5774.02,0.93856
6697.79,0.92976
7507.23,0.91496
8411.53,0.8936
9085.24,0.86116
11479.8,0.79338
